ANGELEGT_AM,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR,SCHADENSHOEHE,VERSUCH,ART_DES_FAHRRADS,DELIKT,ERFASSUNGSGRUND
17046:06.05.2021,05.05.2021,17,06.05.2021,19,01300835,1232,Nein,Rennrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17047:06.05.2021,05.05.2021,12,06.05.2021,08,02100101,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17048:06.05.2021,05.05.2021,22,06.05.2021,06,03300516,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17049:06.05.2021,05.05.2021,16,06.05.2021,15,07300515,730,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17050:06.05.2021,17.04.2021,15,17.04.2021,15,02500835,100,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17051:06.05.2021,05.05.2021,19,06.05.2021,13,01401048,899,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17052:06.05.2021,05.05.2021,19,06.05.2021,08,07200308,780,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17053:06.05.2021,05.05.2021,19,06.05.2021,08,02100104,550,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17054:06.05.2021,05.05.2021,17,06.05.2021,07,10100314,300,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17055:06.05.2021,04.05.2021,18,06.05.2021,07,06100102,1899,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17056:06.05.2021,04.05.2021,09,06.05.2021,17,04300624,1495,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17057:06.05.2021,05.05.2021,18,06.05.2021,08,08100312,1250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17058:06.05.2021,05.05.2021,18,06.05.2021,08,09401329,1104,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17059:06.05.2021,06.05.2021,14,06.05.2021,14,06300527,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17060:06.05.2021,06.05.2021,07,06.05.2021,20,07601237,579,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17061:06.05.2021,19.04.2021,11,19.04.2021,13,06300527,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17062:06.05.2021,06.05.2021,08,06.05.2021,19,07400826,350,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17063:06.05.2021,06.05.2021,14,06.05.2021,15,07400927,850,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17064:06.05.2021,06.05.2021,08,06.05.2021,19,07400927,1070,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17065:06.05.2021,06.05.2021,06,06.05.2021,16,09200819,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17066:06.05.2021,05.05.2021,20,06.05.2021,09,04500936,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17067:06.05.2021,05.05.2021,20,06.05.2021,09,04500936,1500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17068:06.05.2021,05.05.2021,14,06.05.2021,14,02300316,2013,Nein,Mountainbike,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17069:06.05.2021,05.05.2021,20,06.05.2021,07,04501045,303,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17070:06.05.2021,05.05.2021,15,06.05.2021,12,01200522,1059,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17071:06.05.2021,05.05.2021,18,06.05.2021,07,03400830,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17072:06.05.2021,05.05.2021,19,06.05.2021,11,08401140,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17073:06.05.2021,05.05.2021,18,06.05.2021,10,07300517,891,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17074:06.05.2021,05.05.2021,16,06.05.2021,16,11100308,1503,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17075:06.05.2021,06.05.2021,07,06.05.2021,11,04200309,280,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17076:06.05.2021,06.05.2021,11,06.05.2021,13,01100311,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17077:06.05.2021,06.05.2021,19,06.05.2021,19,09100304,450,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17078:06.05.2021,06.05.2021,13,06.05.2021,17,11401137,1217,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17079:06.05.2021,06.05.2021,07,06.05.2021,13,02200208,650,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17080:06.05.2021,04.05.2021,10,04.05.2021,11,03601142,1052,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17081:06.05.2021,03.05.2021,19,06.05.2021,12,01300834,1362,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17082:06.05.2021,03.05.2021,20,04.05.2021,08,04501041,1300,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17083:06.05.2021,03.05.2021,08,03.05.2021,21,06300634,2499,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17084:06.05.2021,03.05.2021,20,03.05.2021,21,01100104,195,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17085:06.05.2021,03.05.2021,20,03.05.2021,20,01300733,830,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17086:06.05.2021,02.05.2021,12,03.05.2021,21,01300733,580,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17087:06.05.2021,01.05.2021,14,02.05.2021,14,09100101,800,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17088:06.05.2021,30.04.2021,16,30.04.2021,20,03400721,200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17089:05.05.2021,30.04.2021,12,02.05.2021,13,12200515,400,Nein,Damenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17090:05.05.2021,01.05.2021,18,02.05.2021,10,02100101,850,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17091:05.05.2021,02.05.2021,14,02.05.2021,18,04501152,449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17092:05.05.2021,24.04.2021,09,24.04.2021,19,08200832,399,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17093:05.05.2021,30.04.2021,05,01.05.2021,22,05300841,861,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17094:05.05.2021,05.05.2021,22,05.05.2021,22,02500834,1099,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17095:05.05.2021,05.05.2021,22,05.05.2021,22,02500834,1900,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17096:05.05.2021,22.04.2021,19,22.04.2021,20,07100206,440,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17097:05.05.2021,02.05.2021,15,03.05.2021,09,02300418,2245,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17098:05.05.2021,02.05.2021,15,03.05.2021,09,02300418,2125,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17099:05.05.2021,05.04.2021,12,07.04.2021,13,02100105,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17100:05.05.2021,30.04.2021,19,01.05.2021,20,09100304,749,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17101:05.05.2021,04.05.2021,17,04.05.2021,17,09501940,550,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17102:05.05.2021,04.05.2021,07,04.05.2021,15,10100208,369,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17103:05.05.2021,04.05.2021,12,04.05.2021,17,03500933,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17104:05.05.2021,02.05.2021,23,04.05.2021,06,03200308,370,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17105:05.05.2021,26.04.2021,10,26.04.2021,15,11100102,270,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17106:05.05.2021,26.04.2021,17,26.04.2021,21,07100101,350,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17107:05.05.2021,25.04.2021,20,26.04.2021,09,02300418,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17108:05.05.2021,24.04.2021,17,26.04.2021,18,03400826,449,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17109:05.05.2021,05.05.2021,06,05.05.2021,10,09100407,710,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17110:05.05.2021,05.05.2021,14,05.05.2021,14,03200207,1980,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17111:05.05.2021,04.05.2021,17,05.05.2021,08,02200213,2082,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17112:05.05.2021,04.05.2021,15,05.05.2021,10,01100310,370,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17113:05.05.2021,05.05.2021,16,05.05.2021,18,06400840,560,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17114:05.05.2021,04.05.2021,11,05.05.2021,00,08100206,400,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17115:05.05.2021,04.05.2021,20,05.05.2021,19,07601339,2422,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17116:05.05.2021,04.05.2021,19,05.05.2021,08,11501238,1128,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17117:05.05.2021,04.05.2021,20,05.05.2021,12,07300619,850,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17118:05.05.2021,04.05.2021,16,05.05.2021,11,07100204,199,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17119:05.05.2021,04.05.2021,15,05.05.2021,08,08100311,2050,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17120:05.05.2021,04.05.2021,09,05.05.2021,10,03500934,1187,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17121:05.05.2021,04.05.2021,14,05.05.2021,08,04300416,4865,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17122:05.05.2021,04.05.2021,17,05.05.2021,16,01200520,2500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17123:05.05.2021,04.05.2021,21,05.05.2021,08,04400831,1300,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17124:05.05.2021,04.05.2021,21,05.05.2021,07,02200212,554,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17125:05.05.2021,04.05.2021,08,05.05.2021,19,05100315,789,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17126:05.05.2021,04.05.2021,17,05.05.2021,17,03601245,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17127:05.05.2021,04.05.2021,17,05.05.2021,08,03601245,2045,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17128:05.05.2021,04.05.2021,20,05.05.2021,15,12500928,240,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17129:05.05.2021,04.05.2021,22,04.05.2021,22,12601235,350,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17130:05.05.2021,05.05.2021,09,05.05.2021,11,02300314,1751,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17131:05.05.2021,01.05.2021,13,01.05.2021,20,06400843,599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17132:05.05.2021,05.05.2021,09,05.05.2021,11,09100202,600,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17133:05.05.2021,05.05.2021,10,05.05.2021,10,04501152,1920,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17134:05.05.2021,03.05.2021,17,05.05.2021,12,01100416,800,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17135:05.05.2021,04.05.2021,18,05.05.2021,16,01300835,960,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17136:05.05.2021,04.05.2021,18,05.05.2021,14,03400827,830,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17137:05.05.2021,04.05.2021,08,05.05.2021,08,08100418,544,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17138:05.05.2021,03.05.2021,19,05.05.2021,15,04501151,150,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17139:04.05.2021,06.04.2021,09,06.04.2021,11,08100314,2080,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17140:04.05.2021,24.04.2021,08,25.04.2021,18,08100206,1,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17141:04.05.2021,29.04.2021,20,29.04.2021,22,09501939,530,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17142:04.05.2021,04.05.2021,11,04.05.2021,11,10200420,500,Nein,Mountainbike,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17143:04.05.2021,09.03.2021,18,09.03.2021,18,02400624,100,Nein,Rennrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17144:04.05.2021,02.05.2021,20,04.05.2021,09,11200513,1373,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17145:04.05.2021,04.05.2021,10,04.05.2021,15,04200310,622,Nein,Damenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
17146:04.05.2021,03.05.2021,18,04.05.2021,09,03701554,1543,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17147:04.05.2021,03.05.2021,17,04.05.2021,09,02400624,434,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17148:04.05.2021,03.05.2021,16,04.05.2021,11,02200213,4200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17149:04.05.2021,03.05.2021,12,04.05.2021,13,07300517,667,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17150:04.05.2021,04.05.2021,09,04.05.2021,11,07300619,4587,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17151:04.05.2021,03.05.2021,19,04.05.2021,07,03100101,599,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17152:04.05.2021,03.05.2021,16,04.05.2021,11,01100310,900,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17153:04.05.2021,03.05.2021,18,04.05.2021,18,04300413,1200,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17154:04.05.2021,03.05.2021,20,04.05.2021,07,02500833,1403,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17155:04.05.2021,03.05.2021,20,04.05.2021,12,02300418,1154,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17156:04.05.2021,04.05.2021,10,04.05.2021,10,10200417,2422,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17157:04.05.2021,04.05.2021,08,04.05.2021,13,09200819,615,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17158:04.05.2021,04.05.2021,17,04.05.2021,20,07400826,1400,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17159:04.05.2021,04.05.2021,10,04.05.2021,13,07300618,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17160:04.05.2021,03.05.2021,18,04.05.2021,15,09100101,650,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17161:04.05.2021,03.05.2021,18,03.05.2021,20,08300935,500,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17162:04.05.2021,02.05.2021,17,03.05.2021,15,01200518,1599,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17163:04.05.2021,02.05.2021,20,03.05.2021,06,03400830,704,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17164:04.05.2021,02.05.2021,10,03.05.2021,07,03400830,1080,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17165:04.05.2021,03.05.2021,10,03.05.2021,14,07100206,1068,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17166:04.05.2021,03.05.2021,21,03.05.2021,21,04300414,800,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17167:04.05.2021,03.05.2021,12,03.05.2021,12,07200409,449,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17168:04.05.2021,03.05.2021,08,03.05.2021,16,12601236,289,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17169:04.05.2021,03.05.2021,08,03.05.2021,16,08100208,550,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17170:04.05.2021,01.05.2021,10,01.05.2021,14,04501045,380,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17171:04.05.2021,01.05.2021,10,01.05.2021,14,04501045,750,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17172:04.05.2021,01.05.2021,10,01.05.2021,14,04501045,199,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17173:04.05.2021,03.05.2021,15,03.05.2021,15,03200308,399,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17174:04.05.2021,03.05.2021,18,03.05.2021,20,08100101,500,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17175:04.05.2021,30.04.2021,18,03.05.2021,18,02500834,1458,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17176:04.05.2021,30.04.2021,12,02.05.2021,18,03400827,399,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17177:04.05.2021,29.04.2021,22,30.04.2021,02,04500937,3500,Nein,diverse Fahrräder,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17178:04.05.2021,28.04.2021,20,30.04.2021,17,09100407,334,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17179:04.05.2021,01.05.2021,18,02.05.2021,09,03400724,1600,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17180:04.05.2021,30.04.2021,13,30.04.2021,20,11501341,1387,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17181:03.05.2021,01.05.2021,11,02.05.2021,15,08100417,1200,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17182:03.05.2021,01.05.2021,18,02.05.2021,10,11300722,359,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17183:03.05.2021,30.04.2021,08,02.05.2021,20,07300618,988,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17184:03.05.2021,02.05.2021,14,02.05.2021,19,04501043,1237,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17185:03.05.2021,30.04.2021,07,30.04.2021,16,12601134,390,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17186:03.05.2021,02.05.2021,11,02.05.2021,14,08100206,1649,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17187:03.05.2021,02.05.2021,00,02.05.2021,08,11300722,260,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17188:03.05.2021,01.05.2021,16,02.05.2021,21,08300935,150,Nein,Kinderfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17189:03.05.2021,29.04.2021,18,30.04.2021,11,04200207,2100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17190:03.05.2021,30.04.2021,16,02.05.2021,13,04501152,623,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17191:03.05.2021,23.04.2021,08,23.04.2021,10,02100101,400,Nein,Kinderfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17192:03.05.2021,02.05.2021,22,03.05.2021,10,12500926,2993,Nein,Fahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17193:03.05.2021,30.04.2021,08,03.05.2021,08,03601451,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17194:03.05.2021,30.04.2021,14,03.05.2021,11,04200310,712,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17195:03.05.2021,02.05.2021,13,03.05.2021,08,11501340,566,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17196:03.05.2021,02.05.2021,18,03.05.2021,18,06100205,499,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
17197:03.05.2021,02.05.2021,15,03.05.2021,12,02200210,400,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17198:03.05.2021,02.05.2021,16,03.05.2021,19,02500728,280,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17199:03.05.2021,01.05.2021,11,03.05.2021,08,03701556,1635,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17200:03.05.2021,20.04.2021,15,22.04.2021,21,04400726,3000,Nein,Herrenfahrrad,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
17201:03.05.2021,02.05.2021,22,03.05.2021,08,03200206,3900,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17202:03.05.2021,02.05.2021,00,03.05.2021,14,08100314,200,Nein,Herrenfahrrad,Keller- und Bodeneinbruch,Sonstiger schwerer Diebstahl in/aus Keller/Boden von Fahrrädern
17203:03.05.2021,03.05.2021,09,03.05.2021,09,01100415,1000,Nein,Mountainbike,Fahrraddiebstahl,Einfacher Diebstahl von Fahrrädern
17204:03.05.2021,03.05.2021,16,03.05.2021,17,11501340,100,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17205:03.05.2021,03.05.2021,16,03.05.2021,17,09100101,1149,Nein,Damenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
17206:03.05.2021,01.05.2021,09,01.05.2021,10,02500833,1250,Nein,Herrenfahrrad,Fahrraddiebstahl,Sonstiger schwerer Diebstahl von Fahrrädern
